2020-06-15-16-44-17.068109,16,False
2020-06-15-16-44-17.078981,16,False
2020-06-15-16-44-17.090842,15,False
2020-06-15-16-44-17.103492,15,False
2020-06-15-16-44-17.115903,14,False
2020-06-15-16-44-17.127794,14,False
2020-06-15-16-44-17.138970,14,False
2020-06-15-16-44-17.150829,14,False
2020-06-15-16-44-17.163155,13,False
2020-06-15-16-44-17.175528,13,False
2020-06-15-16-44-17.186927,12,False
2020-06-15-16-44-17.198612,13,False
2020-06-15-16-44-17.210891,13,False
2020-06-15-16-44-17.222637,13,False
2020-06-15-16-44-17.234088,13,False
2020-06-15-16-44-17.246417,13,False
2020-06-15-16-44-17.257266,13,False
2020-06-15-16-44-17.269184,13,False
2020-06-15-16-44-17.280887,15,False
2020-06-15-16-44-17.293597,16,False
2020-06-15-16-44-17.305659,17,False
2020-06-15-16-44-17.316492,18,False
2020-06-15-16-44-17.327922,20,False
2020-06-15-16-44-17.339897,21,False
2020-06-15-16-44-17.352451,22,False
2020-06-15-16-44-17.364152,22,False
2020-06-15-16-44-17.376411,23,False
2020-06-15-16-44-17.388360,25,False
2020-06-15-16-44-17.400011,26,False
2020-06-15-16-44-17.411548,25,False
2020-06-15-16-44-17.424153,25,False
2020-06-15-16-44-17.436459,25,False
2020-06-15-16-44-17.446643,25,False
2020-06-15-16-44-17.458139,26,False
2020-06-15-16-44-17.469901,26,False
2020-06-15-16-44-17.481488,26,False
2020-06-15-16-44-17.492912,27,False
2020-06-15-16-44-17.504905,27,False
2020-06-15-16-44-17.516434,28,False
2020-06-15-16-44-17.528435,28,False
2020-06-15-16-44-17.540067,29,False
2020-06-15-16-44-17.551376,28,False
2020-06-15-16-44-17.562540,28,False
2020-06-15-16-44-17.574400,28,False
2020-06-15-16-44-17.586815,29,False
2020-06-15-16-44-17.599087,29,False
2020-06-15-16-44-17.610031,29,False
2020-06-15-16-44-17.621669,29,False
2020-06-15-16-44-17.634407,29,False
2020-06-15-16-44-17.646592,29,False
2020-06-15-16-44-17.656786,29,False
