2020-06-15-16-45-01.852134,0,False
2020-06-15-16-45-01.864488,23,False
2020-06-15-16-45-01.875836,44,False
2020-06-15-16-45-01.887485,44,False
2020-06-15-16-45-01.898702,44,False
2020-06-15-16-45-01.910985,44,False
2020-06-15-16-45-01.922208,44,False
2020-06-15-16-45-01.934495,44,False
2020-06-15-16-45-01.946263,44,False
2020-06-15-16-45-01.958910,44,False
2020-06-15-16-45-01.970998,44,False
2020-06-15-16-45-01.981479,69,False
2020-06-15-16-45-01.991783,69,False
2020-06-15-16-45-02.001921,69,False
2020-06-15-16-45-02.014619,69,False
2020-06-15-16-45-02.029693,69,False
2020-06-15-16-45-02.041204,69,False
2020-06-15-16-45-02.053110,69,False
2020-06-15-16-45-02.065121,69,False
2020-06-15-16-45-02.075942,69,False
2020-06-15-16-45-02.086834,69,False
2020-06-15-16-45-02.099417,69,False
2020-06-15-16-45-02.111378,69,False
2020-06-15-16-45-02.122316,69,False
2020-06-15-16-45-02.133585,69,False
2020-06-15-16-45-02.144036,69,False
2020-06-15-16-45-02.155153,68,False
2020-06-15-16-45-02.166589,68,False
2020-06-15-16-45-02.178770,68,False
2020-06-15-16-45-02.191062,85,False
2020-06-15-16-45-02.203178,85,False
2020-06-15-16-45-02.215135,85,False
2020-06-15-16-45-02.225983,85,False
2020-06-15-16-45-02.236181,85,False
2020-06-15-16-45-02.248700,85,False
2020-06-15-16-45-02.261918,85,False
2020-06-15-16-45-02.273038,84,False
2020-06-15-16-45-02.283810,84,False
2020-06-15-16-45-02.295617,84,False
2020-06-15-16-45-02.307663,84,False
2020-06-15-16-45-02.319420,84,False
2020-06-15-16-45-02.331090,84,False
2020-06-15-16-45-02.343349,84,False
2020-06-15-16-45-02.354636,84,False
2020-06-15-16-45-02.366080,84,False
2020-06-15-16-45-02.378791,84,False
2020-06-15-16-45-02.391001,84,False
2020-06-15-16-45-02.402108,92,False
2020-06-15-16-45-02.412895,92,False
2020-06-15-16-45-02.424281,92,False
2020-06-15-16-45-02.434524,92,False
2020-06-15-16-45-02.445102,92,False
2020-06-15-16-45-02.456594,92,False
2020-06-15-16-45-02.468770,92,False
2020-06-15-16-45-02.481095,92,False
2020-06-15-16-45-02.492529,92,False
2020-06-15-16-45-02.504754,92,False
2020-06-15-16-45-02.517137,92,False
2020-06-15-16-45-02.528240,61,False
2020-06-15-16-45-02.540717,61,False
2020-06-15-16-45-02.551691,61,False
2020-06-15-16-45-02.562611,61,False
2020-06-15-16-45-02.573630,60,False
2020-06-15-16-45-02.584077,60,False
2020-06-15-16-45-02.596165,60,False
2020-06-15-16-45-02.608694,60,False
2020-06-15-16-45-02.621378,60,False
2020-06-15-16-45-02.634529,60,False
2020-06-15-16-45-02.646238,60,False
