2020-06-15-16-45-01.852134,0,False
2020-06-15-16-45-01.864488,23,False
2020-06-15-16-45-01.875836,44,False
2020-06-15-16-45-01.887485,44,False
2020-06-15-16-45-01.898702,44,False
2020-06-15-16-45-01.910985,44,False
2020-06-15-16-45-01.922208,44,False
2020-06-15-16-45-01.934495,44,False
2020-06-15-16-45-01.946263,44,False
2020-06-15-16-45-01.958910,44,False
2020-06-15-16-45-01.970998,44,False
2020-06-15-16-45-01.981479,69,False
2020-06-15-16-45-01.991783,69,False
2020-06-15-16-45-02.001921,69,False
2020-06-15-16-45-02.014619,69,False
2020-06-15-16-45-02.029693,69,False
2020-06-15-16-45-02.041204,68,False
2020-06-15-16-45-02.053110,68,False
2020-06-15-16-45-02.065121,68,False
2020-06-15-16-45-02.075942,68,False
2020-06-15-16-45-02.086834,68,False
2020-06-15-16-45-02.099417,68,False
2020-06-15-16-45-02.111378,68,False
2020-06-15-16-45-02.122316,68,False
2020-06-15-16-45-02.133585,68,False
2020-06-15-16-45-02.144036,68,False
2020-06-15-16-45-02.155153,67,False
2020-06-15-16-45-02.166589,67,False
2020-06-15-16-45-02.178770,67,False
2020-06-15-16-45-02.191062,84,False
2020-06-15-16-45-02.203178,84,False
2020-06-15-16-45-02.215135,84,False
2020-06-15-16-45-02.225983,84,False
2020-06-15-16-45-02.236181,84,False
2020-06-15-16-45-02.248700,84,False
2020-06-15-16-45-02.261918,84,False
2020-06-15-16-45-02.273038,84,False
2020-06-15-16-45-02.283810,63,False
2020-06-15-16-45-02.295617,63,False
2020-06-15-16-45-02.307663,63,False
2020-06-15-16-45-02.319420,79,False
2020-06-15-16-45-02.331090,79,False
2020-06-15-16-45-02.343349,79,False
2020-06-15-16-45-02.354636,79,False
2020-06-15-16-45-02.366080,79,False
2020-06-15-16-45-02.378791,79,False
2020-06-15-16-45-02.391001,79,False
2020-06-15-16-45-02.402108,92,False
2020-06-15-16-45-02.412895,61,False
2020-06-15-16-45-02.424281,61,False
2020-06-15-16-45-02.434524,61,False
2020-06-15-16-45-02.445102,61,False
2020-06-15-16-45-02.456594,41,False
2020-06-15-16-45-02.468770,41,False
2020-06-15-16-45-02.481095,46,False
2020-06-15-16-45-02.492529,46,False
2020-06-15-16-45-02.504754,46,False
2020-06-15-16-45-02.517137,46,False
2020-06-15-16-45-02.528240,46,False
2020-06-15-16-45-02.540717,58,False
2020-06-15-16-45-02.551691,60,False
2020-06-15-16-45-02.562611,60,False
2020-06-15-16-45-02.573630,60,False
2020-06-15-16-45-02.584077,60,False
2020-06-15-16-45-02.596165,60,False
2020-06-15-16-45-02.608694,50,False
2020-06-15-16-45-02.621378,50,False
2020-06-15-16-45-02.634529,50,False
2020-06-15-16-45-02.646238,23,False
